"Calendar year","Month","ABS remoteness area","Age group","Sex","Road user","Sum(Hospitalisations)"
2011,"April","Major Cities","0-7","Female","Car occupant",11
2011,"April","Major Cities","0-7","Female","Heavy transport",1
2011,"April","Major Cities","0-7","Female","Pedal cyclist",2
2011,"April","Major Cities","0-7","Female","Pedestrian",5
2011,"April","Major Cities","0-7","Male","Car occupant",9
2011,"April","Major Cities","0-7","Male","Motorcyclist",1
2011,"April","Major Cities","0-7","Male","Pedal cyclist",8
2011,"April","Major Cities","0-7","Male","Pedestrian",4
2011,"April","Major Cities","17-25","Female","Bus occupant",1
2011,"April","Major Cities","17-25","Female","Car occupant",113
2011,"April","Major Cities","17-25","Female","Motorcyclist",15
2011,"April","Major Cities","17-25","Female","Other or unknown",2
2011,"April","Major Cities","17-25","Female","Pedal cyclist",8
2011,"April","Major Cities","17-25","Female","Pedestrian",15
2011,"April","Major Cities","17-25","Female","Pick-up truck or van occupant",1
2011,"April","Major Cities","17-25","Male","Bus occupant",2
2011,"April","Major Cities","17-25","Male","Car occupant",122
2011,"April","Major Cities","17-25","Male","Heavy transport",0
2011,"April","Major Cities","17-25","Male","Motorcyclist",107
2011,"April","Major Cities","17-25","Male","Other or unknown",4
2011,"April","Major Cities","17-25","Male","Pedal cyclist",32
2011,"April","Major Cities","17-25","Male","Pedestrian",27
2011,"April","Major Cities","26-39","Female","Car occupant",103
2011,"April","Major Cities","26-39","Female","Motorcyclist",9
2011,"April","Major Cities","26-39","Female","Other or unknown",1
2011,"April","Major Cities","26-39","Female","Pedal cyclist",14
2011,"April","Major Cities","26-39","Female","Pedestrian",21
2011,"April","Major Cities","26-39","Female","Pick-up truck or van occupant",1
2011,"April","Major Cities","26-39","Male","Car occupant",97
2011,"April","Major Cities","26-39","Male","Heavy transport",8
2011,"April","Major Cities","26-39","Male","Motorcyclist",119
2011,"April","Major Cities","26-39","Male","Other or unknown",3
2011,"April","Major Cities","26-39","Male","Pedal cyclist",70
2011,"April","Major Cities","26-39","Male","Pedestrian",11
2011,"April","Major Cities","40-64","Female","Bus occupant",1
2011,"April","Major Cities","40-64","Female","Car occupant",125
2011,"April","Major Cities","40-64","Female","Motorcyclist",20
2011,"April","Major Cities","40-64","Female","Other or unknown",4
2011,"April","Major Cities","40-64","Female","Pedal cyclist",42
2011,"April","Major Cities","40-64","Female","Pedestrian",18
2011,"April","Major Cities","40-64","Female","Pick-up truck or van occupant",1
2011,"April","Major Cities","40-64","Male","Bus occupant",1
2011,"April","Major Cities","40-64","Male","Car occupant",108
2011,"April","Major Cities","40-64","Male","Heavy transport",8
2011,"April","Major Cities","40-64","Male","Motorcyclist",127
2011,"April","Major Cities","40-64","Male","Other or unknown",6
2011,"April","Major Cities","40-64","Male","Pedal cyclist",110
2011,"April","Major Cities","40-64","Male","Pedestrian",20
2011,"April","Major Cities","40-64","Male","Pick-up truck or van occupant",4
2011,"April","Major Cities","65-74","Female","Bus occupant",1
2011,"April","Major Cities","65-74","Female","Car occupant",41
2011,"April","Major Cities","65-74","Female","Motorcyclist",1
2011,"April","Major Cities","65-74","Female","Pedal cyclist",2
2011,"April","Major Cities","65-74","Female","Pedestrian",9
2011,"April","Major Cities","65-74","Male","Car occupant",25
2011,"April","Major Cities","65-74","Male","Heavy transport",1
2011,"April","Major Cities","65-74","Male","Motorcyclist",6
2011,"April","Major Cities","65-74","Male","Pedal cyclist",6
2011,"April","Major Cities","65-74","Male","Pedestrian",7
2011,"April","Major Cities","75+","Female","Bus occupant",3
2011,"April","Major Cities","75+","Female","Car occupant",41
2011,"April","Major Cities","75+","Female","Other or unknown",1
2011,"April","Major Cities","75+","Female","Pedestrian",21
2011,"April","Major Cities","75+","Male","Bus occupant",1
2011,"April","Major Cities","75+","Male","Car occupant",38
2011,"April","Major Cities","75+","Male","Motorcyclist",5
2011,"April","Major Cities","75+","Male","Other or unknown",1
2011,"April","Major Cities","75+","Male","Pedal cyclist",4
2011,"April","Major Cities","75+","Male","Pedestrian",11
2011,"April","Major Cities","8-16","Female","Car occupant",18
2011,"April","Major Cities","8-16","Female","Motorcyclist",2
2011,"April","Major Cities","8-16","Female","Pedal cyclist",15
2011,"April","Major Cities","8-16","Female","Pedestrian",8
2011,"April","Major Cities","8-16","Male","Car occupant",11
2011,"April","Major Cities","8-16","Male","Motorcyclist",21
2011,"April","Major Cities","8-16","Male","Pedal cyclist",33
2011,"April","Major Cities","8-16","Male","Pedestrian",12
2011,"April","Missing","0-7","Female","Car occupant",1
2011,"April","Missing","0-7","Male","Pedal cyclist",1
2011,"April","Missing","17-25","Female","Car occupant",7
2011,"April","Missing","17-25","Female","Pedal cyclist",1
2011,"April","Missing","17-25","Male","Car occupant",9
2011,"April","Missing","17-25","Male","Motorcyclist",1
2011,"April","Missing","17-25","Male","Pedestrian",1
2011,"April","Missing","26-39","Female","Car occupant",3
2011,"April","Missing","26-39","Female","Motorcyclist",1
2011,"April","Missing","26-39","Female","Pick-up truck or van occupant",1
2011,"April","Missing","26-39","Male","Car occupant",3
2011,"April","Missing","26-39","Male","Motorcyclist",4
2011,"April","Missing","26-39","Male","Pedestrian",3
2011,"April","Missing","40-64","Female","Car occupant",3
2011,"April","Missing","40-64","Female","Other or unknown",1
2011,"April","Missing","40-64","Female","Pedal cyclist",1
2011,"April","Missing","40-64","Female","Pedestrian",4
2011,"April","Missing","40-64","Male","Car occupant",3
2011,"April","Missing","40-64","Male","Motorcyclist",1
2011,"April","Missing","40-64","Male","Pedestrian",1
2011,"April","Missing","65-74","Female","Car occupant",1
2011,"April","Missing","65-74","Male","Heavy transport",1
2011,"April","Missing","75+","Male","Car occupant",1
2011,"April","Missing","8-16","Female","Car occupant",1
2011,"April","Missing","8-16","Male","Car occupant",1
2011,"April","Regional","0-7","Female","Car occupant",4
2011,"April","Regional","0-7","Female","Pedal cyclist",1
2011,"April","Regional","0-7","Female","Pedestrian",1
2011,"April","Regional","0-7","Male","Car occupant",4
2011,"April","Regional","0-7","Male","Pedal cyclist",2
2011,"April","Regional","0-7","Male","Pedestrian",4
2011,"April","Regional","17-25","Female","Car occupant",54
2011,"April","Regional","17-25","Female","Motorcyclist",4
2011,"April","Regional","17-25","Female","Other or unknown",1
2011,"April","Regional","17-25","Female","Pedestrian",5
2011,"April","Regional","17-25","Female","Pick-up truck or van occupant",1
2011,"April","Regional","17-25","Male","Car occupant",83
2011,"April","Regional","17-25","Male","Heavy transport",2
2011,"April","Regional","17-25","Male","Motorcyclist",58
2011,"April","Regional","17-25","Male","Other or unknown",5
2011,"April","Regional","17-25","Male","Pedal cyclist",17
2011,"April","Regional","17-25","Male","Pedestrian",4
2011,"April","Regional","17-25","Male","Pick-up truck or van occupant",2
2011,"April","Regional","26-39","Female","Car occupant",46
2011,"April","Regional","26-39","Female","Heavy transport",0
2011,"April","Regional","26-39","Female","Motorcyclist",8
2011,"April","Regional","26-39","Female","Pedal cyclist",2
2011,"April","Regional","26-39","Female","Pick-up truck or van occupant",1
2011,"April","Regional","26-39","Male","Car occupant",52
2011,"April","Regional","26-39","Male","Heavy transport",3
2011,"April","Regional","26-39","Male","Motorcyclist",57
2011,"April","Regional","26-39","Male","Other or unknown",5
2011,"April","Regional","26-39","Male","Pedal cyclist",14
2011,"April","Regional","26-39","Male","Pedestrian",1
2011,"April","Regional","26-39","Male","Pick-up truck or van occupant",2
2011,"April","Regional","40-64","Female","Car occupant",63
2011,"April","Regional","40-64","Female","Motorcyclist",10
2011,"April","Regional","40-64","Female","Pedal cyclist",16
2011,"April","Regional","40-64","Female","Pedestrian",1
2011,"April","Regional","40-64","Male","Bus occupant",1
2011,"April","Regional","40-64","Male","Car occupant",74
2011,"April","Regional","40-64","Male","Heavy transport",13
2011,"April","Regional","40-64","Male","Motorcyclist",92
2011,"April","Regional","40-64","Male","Other or unknown",4
2011,"April","Regional","40-64","Male","Pedal cyclist",17
2011,"April","Regional","40-64","Male","Pedestrian",4
2011,"April","Regional","40-64","Male","Pick-up truck or van occupant",3
2011,"April","Regional","65-74","Female","Car occupant",22
2011,"April","Regional","65-74","Female","Motorcyclist",2
2011,"April","Regional","65-74","Female","Pedal cyclist",1
2011,"April","Regional","65-74","Male","Car occupant",11
2011,"April","Regional","65-74","Male","Motorcyclist",9
2011,"April","Regional","65-74","Male","Other or unknown",1
2011,"April","Regional","65-74","Male","Pedal cyclist",1
2011,"April","Regional","65-74","Male","Pedestrian",1
2011,"April","Regional","75+","Female","Bus occupant",1
2011,"April","Regional","75+","Female","Car occupant",24
2011,"April","Regional","75+","Female","Pedestrian",4
2011,"April","Regional","75+","Male","Car occupant",12
2011,"April","Regional","75+","Male","Motorcyclist",0
2011,"April","Regional","75+","Male","Pedal cyclist",2
2011,"April","Regional","75+","Male","Pedestrian",3
2011,"April","Regional","8-16","Female","Car occupant",12
2011,"April","Regional","8-16","Female","Motorcyclist",3
2011,"April","Regional","8-16","Female","Pedal cyclist",4
2011,"April","Regional","8-16","Female","Pedestrian",4
2011,"April","Regional","8-16","Male","Car occupant",16
2011,"April","Regional","8-16","Male","Motorcyclist",22
2011,"April","Regional","8-16","Male","Pedal cyclist",20
2011,"April","Regional","8-16","Male","Pedestrian",4
2011,"April","Remote","0-7","Female","Car occupant",2
2011,"April","Remote","0-7","Male","Car occupant",2
2011,"April","Remote","0-7","Male","Other or unknown",1
2011,"April","Remote","0-7","Male","Pedal cyclist",0
2011,"April","Remote","0-7","Male","Pedestrian",3
2011,"April","Remote","17-25","Female","Car occupant",4
2011,"April","Remote","17-25","Female","Motorcyclist",1
2011,"April","Remote","17-25","Female","Other or unknown",1
2011,"April","Remote","17-25","Female","Pedestrian",1
2011,"April","Remote","17-25","Female","Pick-up truck or van occupant",1
2011,"April","Remote","17-25","Male","Car occupant",6
2011,"April","Remote","17-25","Male","Motorcyclist",6
2011,"April","Remote","17-25","Male","Other or unknown",1
2011,"April","Remote","17-25","Male","Pedal cyclist",1
2011,"April","Remote","17-25","Male","Pedestrian",2
2011,"April","Remote","17-25","Male","Pick-up truck or van occupant",1
2011,"April","Remote","26-39","Female","Car occupant",3
2011,"April","Remote","26-39","Female","Motorcyclist",2
2011,"April","Remote","26-39","Female","Other or unknown",1
2011,"April","Remote","26-39","Female","Pedestrian",1
2011,"April","Remote","26-39","Male","Car occupant",5
2011,"April","Remote","26-39","Male","Motorcyclist",2
2011,"April","Remote","26-39","Male","Pedal cyclist",2
2011,"April","Remote","26-39","Male","Pedestrian",1
2011,"April","Remote","40-64","Female","Car occupant",5
2011,"April","Remote","40-64","Female","Motorcyclist",1
2011,"April","Remote","40-64","Female","Pedal cyclist",1
2011,"April","Remote","40-64","Female","Pedestrian",1
2011,"April","Remote","40-64","Male","Car occupant",5
2011,"April","Remote","40-64","Male","Heavy transport",1
2011,"April","Remote","40-64","Male","Motorcyclist",4
2011,"April","Remote","40-64","Male","Other or unknown",2
2011,"April","Remote","40-64","Male","Pedal cyclist",1
2011,"April","Remote","65-74","Female","Car occupant",1
2011,"April","Remote","65-74","Male","Car occupant",1
2011,"April","Remote","75+","Female","Car occupant",2
2011,"April","Remote","75+","Male","Car occupant",5
2011,"April","Remote","75+","Male","Other or unknown",1
2011,"April","Remote","8-16","Female","Car occupant",1
2011,"April","Remote","8-16","Male","Car occupant",6
2011,"April","Remote","8-16","Male","Motorcyclist",5
2011,"April","Remote","8-16","Male","Other or unknown",1
2011,"April","Remote","8-16","Male","Pedal cyclist",3
2011,"April","Remote","8-16","Male","Pedestrian",1
2011,"April","Remote","8-16","Male","Pick-up truck or van occupant",0
2011,"August","Major Cities","0-7","Female","Car occupant",11
2011,"August","Major Cities","0-7","Female","Motorcyclist",2
2011,"August","Major Cities","0-7","Female","Pedal cyclist",1
2011,"August","Major Cities","0-7","Female","Pedestrian",4
2011,"August","Major Cities","0-7","Male","Car occupant",10
2011,"August","Major Cities","0-7","Male","Pedal cyclist",6
2011,"August","Major Cities","0-7","Male","Pedestrian",4
2011,"August","Major Cities","17-25","Female","Bus occupant",2
2011,"August","Major Cities","17-25","Female","Car occupant",101
2011,"August","Major Cities","17-25","Female","Motorcyclist",9
2011,"August","Major Cities","17-25","Female","Other or unknown",1
2011,"August","Major Cities","17-25","Female","Pedal cyclist",7
2011,"August","Major Cities","17-25","Female","Pedestrian",12
2011,"August","Major Cities","17-25","Male","Car occupant",128
2011,"August","Major Cities","17-25","Male","Heavy transport",0
2011,"August","Major Cities","17-25","Male","Motorcyclist",76
2011,"August","Major Cities","17-25","Male","Other or unknown",3
2011,"August","Major Cities","17-25","Male","Pedal cyclist",26
2011,"August","Major Cities","17-25","Male","Pedestrian",21
2011,"August","Major Cities","17-25","Male","Pick-up truck or van occupant",2
2011,"August","Major Cities","26-39","Female","Bus occupant",1
2011,"August","Major Cities","26-39","Female","Car occupant",91
2011,"August","Major Cities","26-39","Female","Heavy transport",1
2011,"August","Major Cities","26-39","Female","Motorcyclist",11
2011,"August","Major Cities","26-39","Female","Other or unknown",3
2011,"August","Major Cities","26-39","Female","Pedal cyclist",20
2011,"August","Major Cities","26-39","Female","Pedestrian",10
2011,"August","Major Cities","26-39","Male","Car occupant",108
2011,"August","Major Cities","26-39","Male","Heavy transport",5
2011,"August","Major Cities","26-39","Male","Motorcyclist",111
2011,"August","Major Cities","26-39","Male","Other or unknown",7
2011,"August","Major Cities","26-39","Male","Pedal cyclist",62
2011,"August","Major Cities","26-39","Male","Pedestrian",28
2011,"August","Major Cities","26-39","Male","Pick-up truck or van occupant",3
2011,"August","Major Cities","40-64","Female","Car occupant",125
2011,"August","Major Cities","40-64","Female","Motorcyclist",12
2011,"August","Major Cities","40-64","Female","Other or unknown",6
2011,"August","Major Cities","40-64","Female","Pedal cyclist",30
2011,"August","Major Cities","40-64","Female","Pedestrian",18
2011,"August","Major Cities","40-64","Male","Bus occupant",1
2011,"August","Major Cities","40-64","Male","Car occupant",129
2011,"August","Major Cities","40-64","Male","Heavy transport",13
2011,"August","Major Cities","40-64","Male","Motorcyclist",88
2011,"August","Major Cities","40-64","Male","Other or unknown",8
2011,"August","Major Cities","40-64","Male","Pedal cyclist",105
2011,"August","Major Cities","40-64","Male","Pedestrian",22
2011,"August","Major Cities","40-64","Male","Pick-up truck or van occupant",2
2011,"August","Major Cities","65-74","Female","Bus occupant",1
2011,"August","Major Cities","65-74","Female","Car occupant",29
2011,"August","Major Cities","65-74","Female","Other or unknown",2
2011,"August","Major Cities","65-74","Female","Pedal cyclist",1
2011,"August","Major Cities","65-74","Female","Pedestrian",7
2011,"August","Major Cities","65-74","Male","Bus occupant",1
2011,"August","Major Cities","65-74","Male","Car occupant",27
2011,"August","Major Cities","65-74","Male","Heavy transport",1
2011,"August","Major Cities","65-74","Male","Motorcyclist",8
2011,"August","Major Cities","65-74","Male","Other or unknown",11
2011,"August","Major Cities","65-74","Male","Pedal cyclist",8
2011,"August","Major Cities","65-74","Male","Pedestrian",7
2011,"August","Major Cities","65-74","Male","Pick-up truck or van occupant",1
2011,"August","Major Cities","75+","Female","Bus occupant",5
2011,"August","Major Cities","75+","Female","Car occupant",31
2011,"August","Major Cities","75+","Female","Other or unknown",1
2011,"August","Major Cities","75+","Female","Pedal cyclist",1
2011,"August","Major Cities","75+","Female","Pedestrian",15
2011,"August","Major Cities","75+","Male","Bus occupant",1
2011,"August","Major Cities","75+","Male","Car occupant",35
2011,"August","Major Cities","75+","Male","Motorcyclist",1
2011,"August","Major Cities","75+","Male","Other or unknown",3
2011,"August","Major Cities","75+","Male","Pedal cyclist",7
2011,"August","Major Cities","75+","Male","Pedestrian",9
2011,"August","Major Cities","8-16","Female","Car occupant",18
2011,"August","Major Cities","8-16","Female","Motorcyclist",3
2011,"August","Major Cities","8-16","Female","Pedal cyclist",4
2011,"August","Major Cities","8-16","Female","Pedestrian",7
2011,"August","Major Cities","8-16","Male","Car occupant",11
2011,"August","Major Cities","8-16","Male","Motorcyclist",16
2011,"August","Major Cities","8-16","Male","Pedal cyclist",32
2011,"August","Major Cities","8-16","Male","Pedestrian",20
2011,"August","Missing","17-25","Female","Car occupant",4
2011,"August","Missing","17-25","Female","Pedal cyclist",1
2011,"August","Missing","17-25","Male","Car occupant",3
2011,"August","Missing","17-25","Male","Motorcyclist",3
2011,"August","Missing","17-25","Male","Pedal cyclist",2
2011,"August","Missing","17-25","Male","Pedestrian",1
2011,"August","Missing","26-39","Female","Car occupant",8
2011,"August","Missing","26-39","Female","Other or unknown",1
2011,"August","Missing","26-39","Male","Car occupant",3
2011,"August","Missing","26-39","Male","Pedestrian",2
2011,"August","Missing","40-64","Female","Car occupant",2
2011,"August","Missing","40-64","Female","Motorcyclist",1
2011,"August","Missing","40-64","Male","Car occupant",1
2011,"August","Missing","40-64","Male","Motorcyclist",1
2011,"August","Missing","65-74","Male","Car occupant",2
2011,"August","Missing","75+","Male","Car occupant",0
2011,"August","Missing","8-16","Female","Car occupant",1
2011,"August","Missing","8-16","Male","Car occupant",1
2011,"August","Missing","8-16","Male","Motorcyclist",0
2011,"August","Regional","0-7","Female","Car occupant",3
2011,"August","Regional","0-7","Female","Pedestrian",2
2011,"August","Regional","0-7","Male","Car occupant",2
2011,"August","Regional","0-7","Male","Motorcyclist",1
2011,"August","Regional","0-7","Male","Other or unknown",1
2011,"August","Regional","0-7","Male","Pedal cyclist",2
2011,"August","Regional","0-7","Male","Pedestrian",3
2011,"August","Regional","17-25","Female","Car occupant",44
2011,"August","Regional","17-25","Female","Motorcyclist",2
2011,"August","Regional","17-25","Female","Other or unknown",1
2011,"August","Regional","17-25","Female","Pedal cyclist",2
2011,"August","Regional","17-25","Female","Pedestrian",3
2011,"August","Regional","17-25","Male","Car occupant",69
2011,"August","Regional","17-25","Male","Heavy transport",3
2011,"August","Regional","17-25","Male","Motorcyclist",51
2011,"August","Regional","17-25","Male","Other or unknown",3
2011,"August","Regional","17-25","Male","Pedal cyclist",6
2011,"August","Regional","17-25","Male","Pedestrian",2
2011,"August","Regional","17-25","Male","Pick-up truck or van occupant",5
2011,"August","Regional","26-39","Female","Car occupant",42
2011,"August","Regional","26-39","Female","Motorcyclist",2
2011,"August","Regional","26-39","Female","Other or unknown",1
2011,"August","Regional","26-39","Female","Pedal cyclist",3
2011,"August","Regional","26-39","Female","Pedestrian",2
2011,"August","Regional","26-39","Female","Pick-up truck or van occupant",1
2011,"August","Regional","26-39","Male","Car occupant",56
2011,"August","Regional","26-39","Male","Heavy transport",3
2011,"August","Regional","26-39","Male","Motorcyclist",41
2011,"August","Regional","26-39","Male","Other or unknown",3
2011,"August","Regional","26-39","Male","Pedal cyclist",17
2011,"August","Regional","26-39","Male","Pedestrian",3
2011,"August","Regional","40-64","Female","Car occupant",69
2011,"August","Regional","40-64","Female","Heavy transport",1
2011,"August","Regional","40-64","Female","Motorcyclist",8
2011,"August","Regional","40-64","Female","Other or unknown",1
2011,"August","Regional","40-64","Female","Pedal cyclist",5
2011,"August","Regional","40-64","Female","Pedestrian",6
2011,"August","Regional","40-64","Female","Pick-up truck or van occupant",1
2011,"August","Regional","40-64","Male","Car occupant",65
2011,"August","Regional","40-64","Male","Heavy transport",16
2011,"August","Regional","40-64","Male","Motorcyclist",73
2011,"August","Regional","40-64","Male","Other or unknown",4
2011,"August","Regional","40-64","Male","Pedal cyclist",23
2011,"August","Regional","40-64","Male","Pedestrian",11
2011,"August","Regional","40-64","Male","Pick-up truck or van occupant",4
2011,"August","Regional","65-74","Female","Car occupant",12
2011,"August","Regional","65-74","Female","Heavy transport",1
2011,"August","Regional","65-74","Female","Other or unknown",1
2011,"August","Regional","65-74","Female","Pedestrian",3
2011,"August","Regional","65-74","Male","Car occupant",16
2011,"August","Regional","65-74","Male","Heavy transport",1
2011,"August","Regional","65-74","Male","Motorcyclist",7
2011,"August","Regional","65-74","Male","Other or unknown",1
2011,"August","Regional","65-74","Male","Pedal cyclist",2
2011,"August","Regional","65-74","Male","Pedestrian",4
2011,"August","Regional","75+","Female","Bus occupant",1
2011,"August","Regional","75+","Female","Car occupant",22
2011,"August","Regional","75+","Female","Pedestrian",6
2011,"August","Regional","75+","Male","Car occupant",16
2011,"August","Regional","75+","Male","Other or unknown",1
2011,"August","Regional","75+","Male","Pedal cyclist",1
2011,"August","Regional","75+","Male","Pedestrian",0
2011,"August","Regional","75+","Male","Pick-up truck or van occupant",1
2011,"August","Regional","8-16","Female","Car occupant",10
2011,"August","Regional","8-16","Female","Motorcyclist",2
2011,"August","Regional","8-16","Female","Pedal cyclist",7
2011,"August","Regional","8-16","Female","Pedestrian",2
2011,"August","Regional","8-16","Female","Pick-up truck or van occupant",1
2011,"August","Regional","8-16","Male","Car occupant",8
2011,"August","Regional","8-16","Male","Motorcyclist",19
2011,"August","Regional","8-16","Male","Other or unknown",2
2011,"August","Regional","8-16","Male","Pedal cyclist",15
2011,"August","Regional","8-16","Male","Pedestrian",1
2011,"August","Remote","0-7","Female","Car occupant",1
2011,"August","Remote","0-7","Female","Pedestrian",1
2011,"August","Remote","0-7","Male","Car occupant",0
2011,"August","Remote","0-7","Male","Pedal cyclist",1
2011,"August","Remote","0-7","Male","Pedestrian",1
2011,"August","Remote","17-25","Female","Car occupant",8
2011,"August","Remote","17-25","Female","Motorcyclist",1
2011,"August","Remote","17-25","Female","Pedestrian",1
2011,"August","Remote","17-25","Male","Car occupant",12
2011,"August","Remote","17-25","Male","Motorcyclist",3
2011,"August","Remote","17-25","Male","Other or unknown",1
2011,"August","Remote","17-25","Male","Pedal cyclist",1
2011,"August","Remote","17-25","Male","Pedestrian",1
2011,"August","Remote","26-39","Female","Car occupant",4
2011,"August","Remote","26-39","Female","Pedestrian",1
2011,"August","Remote","26-39","Male","Car occupant",10
2011,"August","Remote","26-39","Male","Motorcyclist",7
2011,"August","Remote","26-39","Male","Pedal cyclist",0
2011,"August","Remote","26-39","Male","Pedestrian",3
2011,"August","Remote","40-64","Female","Bus occupant",1
2011,"August","Remote","40-64","Female","Car occupant",3
2011,"August","Remote","40-64","Male","Car occupant",14
2011,"August","Remote","40-64","Male","Heavy transport",1
2011,"August","Remote","40-64","Male","Motorcyclist",4
2011,"August","Remote","40-64","Male","Pedal cyclist",1
2011,"August","Remote","40-64","Male","Pick-up truck or van occupant",1
2011,"August","Remote","65-74","Female","Car occupant",1
2011,"August","Remote","65-74","Male","Car occupant",1
2011,"August","Remote","65-74","Male","Motorcyclist",0
2011,"August","Remote","65-74","Male","Pick-up truck or van occupant",1
2011,"August","Remote","75+","Male","Car occupant",1
2011,"August","Remote","75+","Male","Pedestrian",1
2011,"August","Remote","8-16","Female","Car occupant",3
2011,"August","Remote","8-16","Male","Car occupant",2
2011,"August","Remote","8-16","Male","Motorcyclist",4
2011,"August","Remote","8-16","Male","Pedal cyclist",2
2011,"August","Remote","8-16","Male","Pedestrian",1
2011,"December","Major Cities","0-7","Female","Car occupant",6
2011,"December","Major Cities","0-7","Female","Motorcyclist",1
2011,"December","Major Cities","0-7","Female","Pedal cyclist",3
2011,"December","Major Cities","0-7","Female","Pedestrian",3
2011,"December","Major Cities","0-7","Male","Car occupant",6
2011,"December","Major Cities","0-7","Male","Motorcyclist",1
2011,"December","Major Cities","0-7","Male","Pedal cyclist",8
2011,"December","Major Cities","0-7","Male","Pedestrian",5
2011,"December","Major Cities","0-7","Male","Pick-up truck or van occupant",1
2011,"December","Major Cities","17-25","Female","Bus occupant",1
2011,"December","Major Cities","17-25","Female","Car occupant",120
2011,"December","Major Cities","17-25","Female","Motorcyclist",6
2011,"December","Major Cities","17-25","Female","Other or unknown",1
2011,"December","Major Cities","17-25","Female","Pedal cyclist",9
2011,"December","Major Cities","17-25","Female","Pedestrian",6
2011,"December","Major Cities","17-25","Female","Pick-up truck or van occupant",1
2011,"December","Major Cities","17-25","Male","Car occupant",133
2011,"December","Major Cities","17-25","Male","Heavy transport",3
2011,"December","Major Cities","17-25","Male","Motorcyclist",101
2011,"December","Major Cities","17-25","Male","Other or unknown",5
2011,"December","Major Cities","17-25","Male","Pedal cyclist",30
2011,"December","Major Cities","17-25","Male","Pedestrian",13
2011,"December","Major Cities","17-25","Male","Pick-up truck or van occupant",3
2011,"December","Major Cities","26-39","Female","Car occupant",106
2011,"December","Major Cities","26-39","Female","Heavy transport",1
2011,"December","Major Cities","26-39","Female","Motorcyclist",12
2011,"December","Major Cities","26-39","Female","Other or unknown",2
2011,"December","Major Cities","26-39","Female","Pedal cyclist",19
2011,"December","Major Cities","26-39","Female","Pedestrian",13
2011,"December","Major Cities","26-39","Male","Car occupant",113
2011,"December","Major Cities","26-39","Male","Heavy transport",3
2011,"December","Major Cities","26-39","Male","Motorcyclist",121
2011,"December","Major Cities","26-39","Male","Other or unknown",3
2011,"December","Major Cities","26-39","Male","Pedal cyclist",69
2011,"December","Major Cities","26-39","Male","Pedestrian",23
2011,"December","Major Cities","26-39","Male","Pick-up truck or van occupant",2
2011,"December","Major Cities","40-64","Female","Bus occupant",2
2011,"December","Major Cities","40-64","Female","Car occupant",160
2011,"December","Major Cities","40-64","Female","Heavy transport",1
2011,"December","Major Cities","40-64","Female","Motorcyclist",17
2011,"December","Major Cities","40-64","Female","Other or unknown",5
2011,"December","Major Cities","40-64","Female","Pedal cyclist",29
2011,"December","Major Cities","40-64","Female","Pedestrian",15
2011,"December","Major Cities","40-64","Male","Car occupant",110
2011,"December","Major Cities","40-64","Male","Heavy transport",8
2011,"December","Major Cities","40-64","Male","Motorcyclist",121
2011,"December","Major Cities","40-64","Male","Other or unknown",5
2011,"December","Major Cities","40-64","Male","Pedal cyclist",105
2011,"December","Major Cities","40-64","Male","Pedestrian",20
2011,"December","Major Cities","40-64","Male","Pick-up truck or van occupant",4
2011,"December","Major Cities","65-74","Female","Car occupant",45
2011,"December","Major Cities","65-74","Female","Heavy transport",1
2011,"December","Major Cities","65-74","Female","Motorcyclist",0
2011,"December","Major Cities","65-74","Female","Other or unknown",2
2011,"December","Major Cities","65-74","Female","Pedal cyclist",3
2011,"December","Major Cities","65-74","Female","Pedestrian",9
2011,"December","Major Cities","65-74","Male","Bus occupant",1
2011,"December","Major Cities","65-74","Male","Car occupant",33
2011,"December","Major Cities","65-74","Male","Motorcyclist",2
2011,"December","Major Cities","65-74","Male","Other or unknown",2
2011,"December","Major Cities","65-74","Male","Pedal cyclist",16
2011,"December","Major Cities","65-74","Male","Pedestrian",5
2011,"December","Major Cities","75+","Female","Bus occupant",7
2011,"December","Major Cities","75+","Female","Car occupant",39
2011,"December","Major Cities","75+","Female","Other or unknown",3
2011,"December","Major Cities","75+","Female","Pedal cyclist",1
2011,"December","Major Cities","75+","Female","Pedestrian",17
2011,"December","Major Cities","75+","Female","Pick-up truck or van occupant",1
2011,"December","Major Cities","75+","Male","Car occupant",39
2011,"December","Major Cities","75+","Male","Motorcyclist",2
2011,"December","Major Cities","75+","Male","Other or unknown",1
2011,"December","Major Cities","75+","Male","Pedal cyclist",11
2011,"December","Major Cities","75+","Male","Pedestrian",15
2011,"December","Major Cities","8-16","Female","Car occupant",18
2011,"December","Major Cities","8-16","Female","Motorcyclist",4
2011,"December","Major Cities","8-16","Female","Other or unknown",1
2011,"December","Major Cities","8-16","Female","Pedal cyclist",6
2011,"December","Major Cities","8-16","Female","Pedestrian",9
2011,"December","Major Cities","8-16","Male","Car occupant",13
2011,"December","Major Cities","8-16","Male","Motorcyclist",18
2011,"December","Major Cities","8-16","Male","Other or unknown",1
2011,"December","Major Cities","8-16","Male","Pedal cyclist",49
2011,"December","Major Cities","8-16","Male","Pedestrian",15
2011,"December","Major Cities","8-16","Male","Pick-up truck or van occupant",0
2011,"December","Missing","17-25","Female","Car occupant",4
2011,"December","Missing","17-25","Female","Motorcyclist",1
2011,"December","Missing","17-25","Female","Pedal cyclist",1
2011,"December","Missing","17-25","Female","Pedestrian",1
