"Calendar year","Month","ABS remoteness area","Age group","Sex","Road user","Sum(Hospitalisations)"
2011,"July","Major Cities","26-39","Female","Pedestrian",9
2011,"July","Major Cities","26-39","Male","Car occupant",119
2011,"July","Major Cities","26-39","Male","Heavy transport",6
2011,"July","Major Cities","26-39","Male","Motorcyclist",85
2011,"July","Major Cities","26-39","Male","Other or unknown",5
2011,"July","Major Cities","26-39","Male","Pedal cyclist",50
2011,"July","Major Cities","26-39","Male","Pedestrian",16
2011,"July","Major Cities","26-39","Male","Pick-up truck or van occupant",4
2011,"July","Major Cities","40-64","Female","Bus occupant",1
2011,"July","Major Cities","40-64","Female","Car occupant",126
2011,"July","Major Cities","40-64","Female","Heavy transport",1
2011,"July","Major Cities","40-64","Female","Motorcyclist",15
2011,"July","Major Cities","40-64","Female","Other or unknown",3
2011,"July","Major Cities","40-64","Female","Pedal cyclist",19
2011,"July","Major Cities","40-64","Female","Pedestrian",22
2011,"July","Major Cities","40-64","Female","Pick-up truck or van occupant",1
2011,"July","Major Cities","40-64","Male","Bus occupant",2
2011,"July","Major Cities","40-64","Male","Car occupant",122
2011,"July","Major Cities","40-64","Male","Heavy transport",14
2011,"July","Major Cities","40-64","Male","Motorcyclist",103
2011,"July","Major Cities","40-64","Male","Other or unknown",6
2011,"July","Major Cities","40-64","Male","Pedal cyclist",73
2011,"July","Major Cities","40-64","Male","Pedestrian",21
2011,"July","Major Cities","40-64","Male","Pick-up truck or van occupant",4
2011,"July","Major Cities","65-74","Female","Bus occupant",1
2011,"July","Major Cities","65-74","Female","Car occupant",40
2011,"July","Major Cities","65-74","Female","Other or unknown",0
2011,"July","Major Cities","65-74","Female","Pedal cyclist",1
2011,"July","Major Cities","65-74","Female","Pedestrian",9
2011,"July","Major Cities","65-74","Male","Bus occupant",1
2011,"July","Major Cities","65-74","Male","Car occupant",25
2011,"July","Major Cities","65-74","Male","Motorcyclist",7
2011,"July","Major Cities","65-74","Male","Other or unknown",1
2011,"July","Major Cities","65-74","Male","Pedal cyclist",12
2011,"July","Major Cities","65-74","Male","Pedestrian",7
2011,"July","Major Cities","75+","Female","Bus occupant",2
2011,"July","Major Cities","75+","Female","Car occupant",49
2011,"July","Major Cities","75+","Female","Motorcyclist",1
2011,"July","Major Cities","75+","Female","Other or unknown",1
2011,"July","Major Cities","75+","Female","Pedal cyclist",1
2011,"July","Major Cities","75+","Female","Pedestrian",16
2011,"July","Major Cities","75+","Male","Bus occupant",1
2011,"July","Major Cities","75+","Male","Car occupant",33
2011,"July","Major Cities","75+","Male","Other or unknown",1
2011,"July","Major Cities","75+","Male","Pedestrian",14
2011,"July","Major Cities","8-16","Female","Car occupant",17
2011,"July","Major Cities","8-16","Female","Motorcyclist",1
2011,"July","Major Cities","8-16","Female","Pedal cyclist",6
2011,"July","Major Cities","8-16","Female","Pedestrian",9
2011,"July","Major Cities","8-16","Male","Bus occupant",1
2011,"July","Major Cities","8-16","Male","Car occupant",10
2011,"July","Major Cities","8-16","Male","Heavy transport",1
2011,"July","Major Cities","8-16","Male","Motorcyclist",12
2011,"July","Major Cities","8-16","Male","Other or unknown",2
2011,"July","Major Cities","8-16","Male","Pedal cyclist",27
2011,"July","Major Cities","8-16","Male","Pedestrian",8
2011,"July","Missing","17-25","Female","Bus occupant",1
2011,"July","Missing","17-25","Female","Car occupant",7
2011,"July","Missing","17-25","Female","Motorcyclist",2
2011,"July","Missing","17-25","Female","Pedal cyclist",1
2011,"July","Missing","17-25","Male","Bus occupant",2
2011,"July","Missing","17-25","Male","Car occupant",12
2011,"July","Missing","17-25","Male","Pick-up truck or van occupant",1
2011,"July","Missing","26-39","Female","Bus occupant",2
2011,"July","Missing","26-39","Female","Car occupant",3
2011,"July","Missing","26-39","Female","Motorcyclist",1
2011,"July","Missing","26-39","Male","Car occupant",1
2011,"July","Missing","26-39","Male","Pedestrian",2
2011,"July","Missing","40-64","Female","Car occupant",4
2011,"July","Missing","40-64","Female","Pedestrian",1
2011,"July","Missing","40-64","Male","Car occupant",2
2011,"July","Missing","40-64","Male","Pedal cyclist",2
2011,"July","Missing","40-64","Male","Pedestrian",1
2011,"July","Missing","65-74","Male","Pedestrian",1
2011,"July","Missing","75+","Male","Car occupant",2
2011,"July","Missing","8-16","Female","Pedestrian",1
2011,"July","Missing","8-16","Male","Car occupant",0
2011,"July","Regional","0-7","Female","Car occupant",4
2011,"July","Regional","0-7","Female","Pedestrian",3
2011,"July","Regional","0-7","Male","Car occupant",9
2011,"July","Regional","0-7","Male","Motorcyclist",1
2011,"July","Regional","0-7","Male","Pedal cyclist",1
2011,"July","Regional","0-7","Male","Pedestrian",3
2011,"July","Regional","0-7","Male","Pick-up truck or van occupant",2
2011,"July","Regional","17-25","Female","Car occupant",48
2011,"July","Regional","17-25","Female","Motorcyclist",1
2011,"July","Regional","17-25","Female","Pedal cyclist",2
2011,"July","Regional","17-25","Female","Pedestrian",4
2011,"July","Regional","17-25","Female","Pick-up truck or van occupant",1
2011,"July","Regional","17-25","Male","Car occupant",67
2011,"July","Regional","17-25","Male","Heavy transport",2
2011,"July","Regional","17-25","Male","Motorcyclist",63
2011,"July","Regional","17-25","Male","Other or unknown",6
2011,"July","Regional","17-25","Male","Pedal cyclist",8
2011,"July","Regional","17-25","Male","Pedestrian",5
2011,"July","Regional","26-39","Female","Car occupant",50
2011,"July","Regional","26-39","Female","Motorcyclist",6
2011,"July","Regional","26-39","Female","Pedal cyclist",1
2011,"July","Regional","26-39","Female","Pedestrian",4
2011,"July","Regional","26-39","Female","Pick-up truck or van occupant",2
2011,"July","Regional","26-39","Male","Car occupant",68
2011,"July","Regional","26-39","Male","Heavy transport",5
2011,"July","Regional","26-39","Male","Motorcyclist",45
2011,"July","Regional","26-39","Male","Other or unknown",2
2011,"July","Regional","26-39","Male","Pedal cyclist",10
2011,"July","Regional","26-39","Male","Pedestrian",2
2011,"July","Regional","26-39","Male","Pick-up truck or van occupant",1
2011,"July","Regional","40-64","Female","Car occupant",58
2011,"July","Regional","40-64","Female","Motorcyclist",5
2011,"July","Regional","40-64","Female","Other or unknown",1
2011,"July","Regional","40-64","Female","Pedal cyclist",8
2011,"July","Regional","40-64","Female","Pedestrian",11
2011,"July","Regional","40-64","Male","Car occupant",68
2011,"July","Regional","40-64","Male","Heavy transport",8
2011,"July","Regional","40-64","Male","Motorcyclist",63
2011,"July","Regional","40-64","Male","Other or unknown",1
2011,"July","Regional","40-64","Male","Pedal cyclist",16
2011,"July","Regional","40-64","Male","Pedestrian",14
2011,"July","Regional","65-74","Female","Car occupant",12
2011,"July","Regional","65-74","Female","Other or unknown",2
2011,"July","Regional","65-74","Female","Pedal cyclist",1
2011,"July","Regional","65-74","Female","Pedestrian",1
2011,"July","Regional","65-74","Male","Car occupant",13
2011,"July","Regional","65-74","Male","Heavy transport",2
2011,"July","Regional","65-74","Male","Motorcyclist",2
2011,"July","Regional","65-74","Male","Other or unknown",1
2011,"July","Regional","65-74","Male","Pedal cyclist",1
2011,"July","Regional","65-74","Male","Pedestrian",2
2011,"July","Regional","75+","Female","Car occupant",11
2011,"July","Regional","75+","Female","Other or unknown",1
2011,"July","Regional","75+","Female","Pedestrian",3
2011,"July","Regional","75+","Male","Car occupant",10
2011,"July","Regional","75+","Male","Motorcyclist",1
2011,"July","Regional","75+","Male","Pedal cyclist",5
2011,"July","Regional","75+","Male","Pedestrian",2
2011,"July","Regional","8-16","Female","Car occupant",14
2011,"July","Regional","8-16","Female","Motorcyclist",2
2011,"July","Regional","8-16","Female","Pedal cyclist",4
2011,"July","Regional","8-16","Female","Pedestrian",0
2011,"July","Regional","8-16","Female","Pick-up truck or van occupant",1
2011,"July","Regional","8-16","Male","Car occupant",15
2011,"July","Regional","8-16","Male","Motorcyclist",23
2011,"July","Regional","8-16","Male","Other or unknown",3
2011,"July","Regional","8-16","Male","Pedal cyclist",17
2011,"July","Regional","8-16","Male","Pedestrian",5
2011,"July","Regional","8-16","Male","Pick-up truck or van occupant",1
2011,"July","Remote","0-7","Female","Other or unknown",1
2011,"July","Remote","0-7","Male","Pedestrian",0
2011,"July","Remote","17-25","Female","Car occupant",1
2011,"July","Remote","17-25","Female","Motorcyclist",1
2011,"July","Remote","17-25","Male","Car occupant",14
2011,"July","Remote","17-25","Male","Motorcyclist",9
2011,"July","Remote","17-25","Male","Pick-up truck or van occupant",1
2011,"July","Remote","26-39","Female","Car occupant",5
2011,"July","Remote","26-39","Female","Motorcyclist",1
2011,"July","Remote","26-39","Female","Pedal cyclist",1
2011,"July","Remote","26-39","Male","Bus occupant",1
2011,"July","Remote","26-39","Male","Car occupant",9
2011,"July","Remote","26-39","Male","Motorcyclist",7
2011,"July","Remote","26-39","Male","Pick-up truck or van occupant",1
2011,"July","Remote","40-64","Female","Car occupant",4
2011,"July","Remote","40-64","Female","Other or unknown",0
2011,"July","Remote","40-64","Male","Car occupant",9
2011,"July","Remote","40-64","Male","Heavy transport",2
2011,"July","Remote","40-64","Male","Motorcyclist",10
2011,"July","Remote","40-64","Male","Other or unknown",1
2011,"July","Remote","65-74","Female","Car occupant",0
2011,"July","Remote","65-74","Male","Car occupant",1
2011,"July","Remote","65-74","Male","Motorcyclist",1
2011,"July","Remote","65-74","Male","Other or unknown",1
2011,"July","Remote","65-74","Male","Pedal cyclist",0
2011,"July","Remote","65-74","Male","Pedestrian",1
2011,"July","Remote","75+","Male","Car occupant",1
2011,"July","Remote","75+","Male","Other or unknown",1
2011,"July","Remote","8-16","Female","Car occupant",1
2011,"July","Remote","8-16","Female","Motorcyclist",2
2011,"July","Remote","8-16","Male","Car occupant",2
2011,"July","Remote","8-16","Male","Motorcyclist",4
2011,"July","Remote","8-16","Male","Pedal cyclist",2
2011,"June","Major Cities","0-7","Female","Car occupant",6
2011,"June","Major Cities","0-7","Female","Pedal cyclist",2
2011,"June","Major Cities","0-7","Female","Pedestrian",3
2011,"June","Major Cities","0-7","Male","Car occupant",3
2011,"June","Major Cities","0-7","Male","Pedal cyclist",4
2011,"June","Major Cities","0-7","Male","Pedestrian",6
2011,"June","Major Cities","17-25","Female","Bus occupant",4
2011,"June","Major Cities","17-25","Female","Car occupant",106
2011,"June","Major Cities","17-25","Female","Motorcyclist",7
2011,"June","Major Cities","17-25","Female","Pedal cyclist",3
2011,"June","Major Cities","17-25","Female","Pedestrian",19
2011,"June","Major Cities","17-25","Female","Pick-up truck or van occupant",1
2011,"June","Major Cities","17-25","Male","Bus occupant",1
2011,"June","Major Cities","17-25","Male","Car occupant",135
2011,"June","Major Cities","17-25","Male","Heavy transport",1
2011,"June","Major Cities","17-25","Male","Motorcyclist",73
2011,"June","Major Cities","17-25","Male","Other or unknown",3
2011,"June","Major Cities","17-25","Male","Pedal cyclist",24
2011,"June","Major Cities","17-25","Male","Pedestrian",21
2011,"June","Major Cities","17-25","Male","Pick-up truck or van occupant",3
2011,"June","Major Cities","26-39","Female","Bus occupant",4
2011,"June","Major Cities","26-39","Female","Car occupant",77
2011,"June","Major Cities","26-39","Female","Motorcyclist",7
2011,"June","Major Cities","26-39","Female","Other or unknown",3
2011,"June","Major Cities","26-39","Female","Pedal cyclist",16
2011,"June","Major Cities","26-39","Female","Pedestrian",11
2011,"June","Major Cities","26-39","Male","Bus occupant",5
2011,"June","Major Cities","26-39","Male","Car occupant",93
2011,"June","Major Cities","26-39","Male","Heavy transport",6
2011,"June","Major Cities","26-39","Male","Motorcyclist",102
2011,"June","Major Cities","26-39","Male","Other or unknown",3
2011,"June","Major Cities","26-39","Male","Pedal cyclist",62
2011,"June","Major Cities","26-39","Male","Pedestrian",16
2011,"June","Major Cities","26-39","Male","Pick-up truck or van occupant",2
2011,"June","Major Cities","40-64","Female","Bus occupant",3
2011,"June","Major Cities","40-64","Female","Car occupant",156
2011,"June","Major Cities","40-64","Female","Heavy transport",1
2011,"June","Major Cities","40-64","Female","Motorcyclist",9
2011,"June","Major Cities","40-64","Female","Other or unknown",3
2011,"June","Major Cities","40-64","Female","Pedal cyclist",33
2011,"June","Major Cities","40-64","Female","Pedestrian",22
2011,"June","Major Cities","40-64","Male","Bus occupant",1
2011,"June","Major Cities","40-64","Male","Car occupant",105
2011,"June","Major Cities","40-64","Male","Heavy transport",6
2011,"June","Major Cities","40-64","Male","Motorcyclist",111
2011,"June","Major Cities","40-64","Male","Other or unknown",3
2011,"June","Major Cities","40-64","Male","Pedal cyclist",78
2011,"June","Major Cities","40-64","Male","Pedestrian",24
2011,"June","Major Cities","40-64","Male","Pick-up truck or van occupant",3
2011,"June","Major Cities","65-74","Female","Bus occupant",2
2011,"June","Major Cities","65-74","Female","Car occupant",37
2011,"June","Major Cities","65-74","Female","Heavy transport",1
2011,"June","Major Cities","65-74","Female","Pedal cyclist",1
2011,"June","Major Cities","65-74","Female","Pedestrian",13
2011,"June","Major Cities","65-74","Male","Car occupant",22
2011,"June","Major Cities","65-74","Male","Motorcyclist",7
2011,"June","Major Cities","65-74","Male","Pedal cyclist",9
2011,"June","Major Cities","65-74","Male","Pedestrian",5
2011,"June","Major Cities","75+","Female","Bus occupant",5
2011,"June","Major Cities","75+","Female","Car occupant",40
2011,"June","Major Cities","75+","Female","Other or unknown",2
2011,"June","Major Cities","75+","Female","Pedal cyclist",1
2011,"June","Major Cities","75+","Female","Pedestrian",12
2011,"June","Major Cities","75+","Male","Bus occupant",2
2011,"June","Major Cities","75+","Male","Car occupant",31
2011,"June","Major Cities","75+","Male","Heavy transport",1
2011,"June","Major Cities","75+","Male","Motorcyclist",2
2011,"June","Major Cities","75+","Male","Other or unknown",2
2011,"June","Major Cities","75+","Male","Pedal cyclist",6
2011,"June","Major Cities","75+","Male","Pedestrian",16
2011,"June","Major Cities","8-16","Female","Car occupant",14
2011,"June","Major Cities","8-16","Female","Motorcyclist",1
2011,"June","Major Cities","8-16","Female","Pedal cyclist",3
2011,"June","Major Cities","8-16","Female","Pedestrian",15
2011,"June","Major Cities","8-16","Male","Bus occupant",1
2011,"June","Major Cities","8-16","Male","Car occupant",12
2011,"June","Major Cities","8-16","Male","Motorcyclist",5
2011,"June","Major Cities","8-16","Male","Pedal cyclist",28
2011,"June","Major Cities","8-16","Male","Pedestrian",10
2011,"June","Missing","17-25","Female","Car occupant",8
2011,"June","Missing","17-25","Female","Motorcyclist",2
2011,"June","Missing","17-25","Female","Pedestrian",1
2011,"June","Missing","17-25","Female","Pick-up truck or van occupant",1
2011,"June","Missing","17-25","Male","Car occupant",1
2011,"June","Missing","17-25","Male","Motorcyclist",1
2011,"June","Missing","26-39","Female","Car occupant",6
2011,"June","Missing","26-39","Female","Other or unknown",1
2011,"June","Missing","26-39","Female","Pedal cyclist",1
2011,"June","Missing","26-39","Female","Pedestrian",2
2011,"June","Missing","26-39","Male","Car occupant",3
2011,"June","Missing","26-39","Male","Motorcyclist",3
2011,"June","Missing","26-39","Male","Pedal cyclist",1
2011,"June","Missing","26-39","Male","Pedestrian",2
2011,"June","Missing","40-64","Female","Car occupant",1
2011,"June","Missing","40-64","Female","Pedestrian",1
2011,"June","Missing","40-64","Male","Car occupant",2
2011,"June","Missing","40-64","Male","Motorcyclist",1
2011,"June","Missing","40-64","Male","Pedal cyclist",1
2011,"June","Missing","40-64","Male","Pedestrian",2
2011,"June","Missing","65-74","Female","Car occupant",1
2011,"June","Missing","8-16","Male","Car occupant",1
2011,"June","Missing","8-16","Male","Motorcyclist",1
2011,"June","Regional","0-7","Female","Car occupant",5
2011,"June","Regional","0-7","Female","Motorcyclist",2
2011,"June","Regional","0-7","Female","Other or unknown",0
2011,"June","Regional","0-7","Male","Car occupant",6
2011,"June","Regional","0-7","Male","Pedal cyclist",1
2011,"June","Regional","0-7","Male","Pedestrian",4
2011,"June","Regional","17-25","Female","Car occupant",55
2011,"June","Regional","17-25","Female","Motorcyclist",2
2011,"June","Regional","17-25","Female","Other or unknown",3
2011,"June","Regional","17-25","Female","Pedal cyclist",4
2011,"June","Regional","17-25","Female","Pedestrian",3
2011,"June","Regional","17-25","Female","Pick-up truck or van occupant",0
2011,"June","Regional","17-25","Male","Car occupant",71
2011,"June","Regional","17-25","Male","Heavy transport",2
2011,"June","Regional","17-25","Male","Motorcyclist",53
2011,"June","Regional","17-25","Male","Other or unknown",3
2011,"June","Regional","17-25","Male","Pedal cyclist",8
2011,"June","Regional","17-25","Male","Pedestrian",10
2011,"June","Regional","17-25","Male","Pick-up truck or van occupant",1
2011,"June","Regional","26-39","Female","Car occupant",35
2011,"June","Regional","26-39","Female","Motorcyclist",4
2011,"June","Regional","26-39","Female","Other or unknown",2
2011,"June","Regional","26-39","Female","Pedal cyclist",3
2011,"June","Regional","26-39","Male","Car occupant",45
2011,"June","Regional","26-39","Male","Heavy transport",2
2011,"June","Regional","26-39","Male","Motorcyclist",47
2011,"June","Regional","26-39","Male","Other or unknown",6
2011,"June","Regional","26-39","Male","Pedal cyclist",9
2011,"June","Regional","26-39","Male","Pedestrian",7
2011,"June","Regional","26-39","Male","Pick-up truck or van occupant",1
2011,"June","Regional","40-64","Female","Bus occupant",1
2011,"June","Regional","40-64","Female","Car occupant",57
2011,"June","Regional","40-64","Female","Heavy transport",2
2011,"June","Regional","40-64","Female","Motorcyclist",8
2011,"June","Regional","40-64","Female","Other or unknown",2
2011,"June","Regional","40-64","Female","Pedal cyclist",7
2011,"June","Regional","40-64","Female","Pedestrian",6
2011,"June","Regional","40-64","Male","Bus occupant",1
2011,"June","Regional","40-64","Male","Car occupant",56
2011,"June","Regional","40-64","Male","Heavy transport",14
2011,"June","Regional","40-64","Male","Motorcyclist",53
2011,"June","Regional","40-64","Male","Other or unknown",2
2011,"June","Regional","40-64","Male","Pedal cyclist",20
2011,"June","Regional","40-64","Male","Pedestrian",7
2011,"June","Regional","65-74","Female","Car occupant",19
2011,"June","Regional","65-74","Female","Heavy transport",1
2011,"June","Regional","65-74","Female","Other or unknown",0
2011,"June","Regional","65-74","Female","Pedestrian",2
2011,"June","Regional","65-74","Male","Car occupant",15
2011,"June","Regional","65-74","Male","Heavy transport",1
2011,"June","Regional","65-74","Male","Motorcyclist",1
2011,"June","Regional","65-74","Male","Other or unknown",2
2011,"June","Regional","65-74","Male","Pedal cyclist",6
2011,"June","Regional","65-74","Male","Pedestrian",2
2011,"June","Regional","75+","Female","Car occupant",15
2011,"June","Regional","75+","Female","Other or unknown",1
2011,"June","Regional","75+","Female","Pedestrian",4
2011,"June","Regional","75+","Male","Car occupant",25
2011,"June","Regional","75+","Male","Motorcyclist",2
2011,"June","Regional","75+","Male","Pedal cyclist",2
2011,"June","Regional","75+","Male","Pedestrian",4
2011,"June","Regional","8-16","Female","Car occupant",11
2011,"June","Regional","8-16","Female","Other or unknown",2
2011,"June","Regional","8-16","Female","Pedal cyclist",2
2011,"June","Regional","8-16","Female","Pedestrian",6
2011,"June","Regional","8-16","Male","Car occupant",16
2011,"June","Regional","8-16","Male","Motorcyclist",23
2011,"June","Regional","8-16","Male","Other or unknown",2
2011,"June","Regional","8-16","Male","Pedal cyclist",18
2011,"June","Regional","8-16","Male","Pedestrian",1
2011,"June","Remote","0-7","Female","Pedal cyclist",1
2011,"June","Remote","0-7","Male","Car occupant",1
2011,"June","Remote","17-25","Female","Car occupant",9
2011,"June","Remote","17-25","Female","Motorcyclist",2
2011,"June","Remote","17-25","Female","Other or unknown",1
2011,"June","Remote","17-25","Female","Pedestrian",1
2011,"June","Remote","17-25","Female","Pick-up truck or van occupant",2
2011,"June","Remote","17-25","Male","Car occupant",18
2011,"June","Remote","17-25","Male","Motorcyclist",6
2011,"June","Remote","17-25","Male","Other or unknown",2
2011,"June","Remote","17-25","Male","Pedal cyclist",1
2011,"June","Remote","17-25","Male","Pick-up truck or van occupant",1
2011,"June","Remote","26-39","Female","Car occupant",2
2011,"June","Remote","26-39","Female","Pedestrian",1
2011,"June","Remote","26-39","Female","Pick-up truck or van occupant",1
2011,"June","Remote","26-39","Male","Car occupant",9
2011,"June","Remote","26-39","Male","Motorcyclist",8
2011,"June","Remote","26-39","Male","Other or unknown",1
2011,"June","Remote","26-39","Male","Pedal cyclist",1
2011,"June","Remote","26-39","Male","Pedestrian",4
2011,"June","Remote","26-39","Male","Pick-up truck or van occupant",0
2011,"June","Remote","40-64","Female","Car occupant",2
2011,"June","Remote","40-64","Female","Motorcyclist",2
2011,"June","Remote","40-64","Female","Pedestrian",2
2011,"June","Remote","40-64","Male","Car occupant",7
2011,"June","Remote","40-64","Male","Heavy transport",1
2011,"June","Remote","40-64","Male","Motorcyclist",3
2011,"June","Remote","40-64","Male","Other or unknown",1
2011,"June","Remote","40-64","Male","Pedal cyclist",1
2011,"June","Remote","40-64","Male","Pedestrian",1
2011,"June","Remote","65-74","Female","Car occupant",2
2011,"June","Remote","65-74","Female","Pedestrian",1
2011,"June","Remote","75+","Female","Car occupant",1
2011,"June","Remote","8-16","Male","Car occupant",4
2011,"June","Remote","8-16","Male","Motorcyclist",2
2011,"June","Remote","8-16","Male","Other or unknown",1
2011,"June","Remote","8-16","Male","Pedal cyclist",1
2011,"March","Major Cities","0-7","Female","Car occupant",5
2011,"March","Major Cities","0-7","Female","Motorcyclist",1
2011,"March","Major Cities","0-7","Female","Pedal cyclist",2
2011,"March","Major Cities","0-7","Female","Pedestrian",4
2011,"March","Major Cities","0-7","Male","Bus occupant",1
2011,"March","Major Cities","0-7","Male","Car occupant",4
2011,"March","Major Cities","0-7","Male","Other or unknown",1
2011,"March","Major Cities","0-7","Male","Pedal cyclist",7
2011,"March","Major Cities","0-7","Male","Pedestrian",12
2011,"March","Major Cities","17-25","Female","Car occupant",108
2011,"March","Major Cities","17-25","Female","Motorcyclist",11
2011,"March","Major Cities","17-25","Female","Other or unknown",2
2011,"March","Major Cities","17-25","Female","Pedal cyclist",6
2011,"March","Major Cities","17-25","Female","Pedestrian",11
2011,"March","Major Cities","17-25","Female","Pick-up truck or van occupant",1
2011,"March","Major Cities","17-25","Male","Car occupant",111
2011,"March","Major Cities","17-25","Male","Heavy transport",4
2011,"March","Major Cities","17-25","Male","Motorcyclist",80
2011,"March","Major Cities","17-25","Male","Other or unknown",2
2011,"March","Major Cities","17-25","Male","Pedal cyclist",41
2011,"March","Major Cities","17-25","Male","Pedestrian",26
2011,"March","Major Cities","17-25","Male","Pick-up truck or van occupant",2
2011,"March","Major Cities","26-39","Female","Car occupant",134
2011,"March","Major Cities","26-39","Female","Motorcyclist",13
2011,"March","Major Cities","26-39","Female","Pedal cyclist",13
2011,"March","Major Cities","26-39","Female","Pedestrian",5
2011,"March","Major Cities","26-39","Male","Bus occupant",1
2011,"March","Major Cities","26-39","Male","Car occupant",124
2011,"March","Major Cities","26-39","Male","Heavy transport",3
2011,"March","Major Cities","26-39","Male","Motorcyclist",97
2011,"March","Major Cities","26-39","Male","Other or unknown",3
2011,"March","Major Cities","26-39","Male","Pedal cyclist",76
2011,"March","Major Cities","26-39","Male","Pedestrian",25
2011,"March","Major Cities","26-39","Male","Pick-up truck or van occupant",4
2011,"March","Major Cities","40-64","Female","Bus occupant",4
2011,"March","Major Cities","40-64","Female","Car occupant",146
2011,"March","Major Cities","40-64","Female","Heavy transport",2
2011,"March","Major Cities","40-64","Female","Motorcyclist",7
2011,"March","Major Cities","40-64","Female","Other or unknown",2
2011,"March","Major Cities","40-64","Female","Pedal cyclist",23
2011,"March","Major Cities","40-64","Female","Pedestrian",14
2011,"March","Major Cities","40-64","Male","Bus occupant",3
2011,"March","Major Cities","40-64","Male","Car occupant",145
2011,"March","Major Cities","40-64","Male","Heavy transport",5
2011,"March","Major Cities","40-64","Male","Motorcyclist",136
2011,"March","Major Cities","40-64","Male","Other or unknown",4
2011,"March","Major Cities","40-64","Male","Pedal cyclist",114
2011,"March","Major Cities","40-64","Male","Pedestrian",29
2011,"March","Major Cities","40-64","Male","Pick-up truck or van occupant",2
2011,"March","Major Cities","65-74","Female","Bus occupant",6
2011,"March","Major Cities","65-74","Female","Car occupant",40
2011,"March","Major Cities","65-74","Female","Motorcyclist",2
2011,"March","Major Cities","65-74","Female","Other or unknown",1
2011,"March","Major Cities","65-74","Female","Pedal cyclist",3
2011,"March","Major Cities","65-74","Female","Pedestrian",7
2011,"March","Major Cities","65-74","Male","Car occupant",24
2011,"March","Major Cities","65-74","Male","Motorcyclist",4
2011,"March","Major Cities","65-74","Male","Other or unknown",3
2011,"March","Major Cities","65-74","Male","Pedal cyclist",14
2011,"March","Major Cities","65-74","Male","Pedestrian",7
2011,"March","Major Cities","75+","Female","Bus occupant",5
2011,"March","Major Cities","75+","Female","Car occupant",41
2011,"March","Major Cities","75+","Female","Motorcyclist",2
2011,"March","Major Cities","75+","Female","Other or unknown",0
2011,"March","Major Cities","75+","Female","Pedestrian",10
2011,"March","Major Cities","75+","Male","Bus occupant",2
2011,"March","Major Cities","75+","Male","Car occupant",32
2011,"March","Major Cities","75+","Male","Motorcyclist",4
2011,"March","Major Cities","75+","Male","Pedal cyclist",3
2011,"March","Major Cities","75+","Male","Pedestrian",9
2011,"March","Major Cities","8-16","Female","Car occupant",12
2011,"March","Major Cities","8-16","Female","Pedal cyclist",10
2011,"March","Major Cities","8-16","Female","Pedestrian",7
2011,"March","Major Cities","8-16","Male","Bus occupant",2
2011,"March","Major Cities","8-16","Male","Car occupant",15
2011,"March","Major Cities","8-16","Male","Motorcyclist",8
2011,"March","Major Cities","8-16","Male","Other or unknown",1
2011,"March","Major Cities","8-16","Male","Pedal cyclist",39
2011,"March","Major Cities","8-16","Male","Pedestrian",25
2011,"March","Missing","17-25","Female","Car occupant",10
2011,"March","Missing","17-25","Female","Pedestrian",1
2011,"March","Missing","17-25","Male","Car occupant",6
2011,"March","Missing","17-25","Male","Motorcyclist",2
2011,"March","Missing","17-25","Male","Pedal cyclist",2
2011,"March","Missing","17-25","Male","Pedestrian",2
2011,"March","Missing","17-25","Male","Pick-up truck or van occupant",1
2011,"March","Missing","26-39","Female","Car occupant",3
2011,"March","Missing","26-39","Female","Other or unknown",1
2011,"March","Missing","26-39","Female","Pedal cyclist",2
2011,"March","Missing","26-39","Male","Car occupant",5
2011,"March","Missing","26-39","Male","Motorcyclist",1
2011,"March","Missing","26-39","Male","Pedal cyclist",1
2011,"March","Missing","40-64","Female","Car occupant",3
2011,"March","Missing","40-64","Female","Motorcyclist",1
2011,"March","Missing","40-64","Female","Pedal cyclist",1
2011,"March","Missing","40-64","Male","Car occupant",4
2011,"March","Missing","40-64","Male","Pedal cyclist",3
2011,"March","Missing","40-64","Male","Pedestrian",1
2011,"March","Missing","65-74","Female","Car occupant",1
2011,"March","Missing","75+","Female","Car occupant",1
2011,"March","Missing","75+","Male","Car occupant",0
2011,"March","Missing","8-16","Female","Pedestrian",1
2011,"March","Regional","0-7","Female","Bus occupant",1
2011,"March","Regional","0-7","Female","Car occupant",5
2011,"March","Regional","0-7","Female","Pedal cyclist",4
2011,"March","Regional","0-7","Female","Pedestrian",1
2011,"March","Regional","0-7","Male","Car occupant",8
2011,"March","Regional","0-7","Male","Motorcyclist",3
2011,"March","Regional","0-7","Male","Pedal cyclist",4
2011,"March","Regional","0-7","Male","Pedestrian",3
2011,"March","Regional","17-25","Female","Car occupant",55
2011,"March","Regional","17-25","Female","Motorcyclist",2
2011,"March","Regional","17-25","Female","Other or unknown",1
2011,"March","Regional","17-25","Female","Pedal cyclist",1
2011,"March","Regional","17-25","Female","Pedestrian",3
2011,"March","Regional","17-25","Male","Car occupant",63
2011,"March","Regional","17-25","Male","Heavy transport",1
2011,"March","Regional","17-25","Male","Motorcyclist",49
2011,"March","Regional","17-25","Male","Pedal cyclist",12
2011,"March","Regional","17-25","Male","Pedestrian",5
2011,"March","Regional","17-25","Male","Pick-up truck or van occupant",2
2011,"March","Regional","26-39","Female","Car occupant",46
